Collection,Location,Box,Folder,Series,Subseries,Description
Regula,01-7-35-01-07-0-1,7,41,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Collapsible Fuel Storage Tanks, 2008."
Regula,01-7-35-01-07-0-1,7,42,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Defense Materials and Technology Center, 2008."
Regula,01-7-35-01-07-0-1,7,43,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Department of Defense Corrosion Program, 2008."
Regula,01-7-35-01-07-0-1,7,44,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Direct Carbon Fuel Cells, 2008."
Regula,01-7-35-01-07-0-1,7,45,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Electrical Actuation Systems, 2008."
Regula,01-7-35-01-07-0-1,7,46,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Hydraulic Hybrid Vehicles, 2008."
Regula,01-7-35-01-07-0-1,7,47,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Life Rafts, 2008."
Regula,01-7-35-01-07-0-1,7,48,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, On-the-Move Telescoping Mast Systems, 2008."
Regula,01-7-35-01-07-0-1,7,49,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Power Dense Transmissions, 2008."
Regula,01-7-35-01-07-0-1,7,50,Appropriations Committee,Defense Subcommittee,"Subject Files - Hercules Engines, Inc., military truck engines, 1987-1988."
Regula,01-7-35-01-07-0-1,7,51,Appropriations Committee,Defense Subcommittee,"Subject Files - Hercules Engines, Inc., military truck engines, 1989."
Regula,01-7-35-01-07-0-1,7,52,Appropriations Committee,Defense Subcommittee,"Subject Files - Hercules Engines, Inc., military truck engines, 1990."
Regula,01-7-35-01-07-0-1,7,53,Appropriations Committee,Defense Subcommittee,"Subject Files - Hercules Engines, Inc., military truck engines, 1991."
Regula,01-7-35-01-07-0-1,7,54,Appropriations Committee,Defense Subcommittee,"Subject Files - Hercules Engines, Inc., military truck engines, 1992-1995."
Regula,01-7-35-01-08-0-1,8,1,Appropriations Committee,Defense Subcommittee,"Subject Files - National Guard Armory, Greensburg, Ohio, 1985-1986."
Regula,01-7-35-01-08-0-1,8,2,Appropriations Committee,Defense Subcommittee,"Subject Files - Ohio National Guard Aviation Support Facility, Akron-Canton Airport, 1984."
Regula,01-7-35-01-08-0-1,8,3,Appropriations Committee,Defense Subcommittee,"Subject Files - 102nd Infantry Division Association, 1998-1999."
Regula,01-7-35-01-08-0-1,8,4,Appropriations Committee,Defense Subcommittee,"Subject Files - 107th Armored Cavalry Regiment deactivation, 1990."
Regula,01-7-35-01-08-0-1,8,5,Appropriations Committee,Defense Subcommittee,"Subject Files - U.S.S. Robert Conrad, deactivation and transfer to Christian Missionary Outreach Society, 1993-1994."
Regula,01-7-35-01-08-0-1,8,6,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY00, bill, 1999."
Regula,01-7-35-01-08-0-1,8,7,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY00, committee report, 1999."
Regula,01-7-35-01-08-0-1,8,8,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY00, conference report, 1999."
Regula,01-7-35-01-08-0-1,8,9,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY00, correspondence and related materials, 1999."
Regula,01-7-35-01-08-0-1,8,10,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY01, bill, 2000."
Regula,01-7-35-01-08-0-1,8,11,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY01, committee report, 2000."
Regula,01-7-35-01-08-0-1,8,12,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY01, correspondence and related materials, 2000."
Regula,01-7-35-01-08-0-1,8,13,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY02, bill, 2001."
Regula,01-7-35-01-08-0-1,8,14,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY02, committee report, 2001."
Regula,01-7-35-01-08-0-1,8,15,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY02, correspondence and related materials, 2001."
Regula,01-7-35-01-08-0-1,8,16,Appropriations Committee,District of Columbia Subcommittee,"Budget for FY05, correspondence and related materials, 2004."
Regula,01-7-35-01-08-0-1,8,17,Appropriations Committee,District of Columbia Subcommittee,"Subject Files - District of Columbia School System, 1996-1998."
Regula,01-7-35-01-08-0-1,8,18,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY95, projects, Clinton, Ohio flood control, 1994."
Regula,01-7-35-01-08-0-1,8,19,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, amendments, 1999."
Regula,01-7-35-01-08-0-1,8,20,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, bill, 1999."
Regula,01-7-35-01-08-0-1,8,21,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, committee report, 1999."
Regula,01-7-35-01-08-0-1,8,22,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, conference report, 1999."
Regula,01-7-35-01-08-0-1,8,23,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, correspondence, 1999."
Regula,01-7-35-01-08-0-1,8,24,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, hearings, Energy Efficiency and Renewable Energy, March 16, 1999."
Regula,01-7-35-01-08-0-1,8,25,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, projects, Cleveland Clinic, 1999."
Regula,01-7-35-01-08-0-1,8,26,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, projects, West Columbus Floodwall, 1999."
Regula,01-7-35-01-08-0-1,8,27,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY00, U.S. Army Corps of Engineers, 1999."
Regula,01-7-35-01-08-0-1,8,28,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, bill, 2000."
Regula,01-7-35-01-08-0-1,8,29,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, committee report, 2000."
Regula,01-7-35-01-08-0-1,8,30,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, correspondence, 2000."
Regula,01-7-35-01-08-0-1,8,31,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, issues, Northeast Heating Oil Reserve, 2000."
Regula,01-7-35-01-08-0-1,8,32,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, projects, Cuyahoga River bulkheading, 2000."
Regula,01-7-35-01-08-0-1,8,33,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, projects, Industrial Excess Landfill, Uniontown, Ohio, 2000."
Regula,01-7-35-01-08-0-1,8,34,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, projects, Piketon (Ohio) Uranium Plant, 2000."
Regula,01-7-35-01-08-0-1,8,35,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY01, projects, Powerspan Clean Coal Technology, 2000."
Regula,01-7-35-01-08-0-1,8,36,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY02, issues, Great Lakes Charter, 2001."
Regula,01-7-35-01-08-0-1,8,37,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY02, issues, Hardy Road Landfill, Summit County, Ohio, 2001."
Regula,01-7-35-01-08-0-1,8,38,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY02, issues, Independence Pipeline Company, 2001-2002."
Regula,01-7-35-01-08-0-1,8,39,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY02, projects, Industrial Excess Landfill, Uniontown, Ohio, 2001."
Regula,01-7-35-01-08-0-1,8,40,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY03, bill, 2002."
Regula,01-7-35-01-08-0-1,8,41,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY03, committee report, 2002."
Regula,01-7-35-01-08-0-1,8,42,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY03, issues, Federal Energy Regulatory Commission's Standard Market Design, 2002."
Regula,01-7-35-01-08-0-1,8,43,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY03, issues, Great Lakes Navigation System, 2002."
Regula,01-7-35-02-01-0-1,9,1,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY03, issues, Ridge Landfill, Tuscarawas County, Ohio, 2002."
Regula,01-7-35-02-01-0-1,9,2,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY03, projects, Industrial Excess Landfill, Uniontown, Ohio, 2002."
Regula,01-7-35-02-01-0-1,9,3,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, bill, 2003."
Regula,01-7-35-02-01-0-1,9,4,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, committee report, 2003."
Regula,01-7-35-02-01-0-1,9,5,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, conference report, 2003."
Regula,01-7-35-02-01-0-1,9,6,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, correspondence, 2003."
Regula,01-7-35-02-01-0-1,9,7,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, issues, Landfills, 2003."
Regula,01-7-35-02-01-0-1,9,8,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, projects, Industrial Excess landfill, Uniontown, Ohio 2003."
Regula,01-7-35-02-01-0-1,9,9,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, projects, McDermott Research Facility, Alliance, Ohio, 2003."
Regula,01-7-35-02-01-0-1,9,10,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, projects, Ohio Fuel Cell Coalition, 2003."
Regula,01-7-35-02-01-0-1,9,11,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, projects, Ohio University Clean Coal Project, 2003."
Regula,01-7-35-02-01-0-1,9,12,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, projects, U.S. Army Corps of Engineers briefing, 2003."
Regula,01-7-35-02-01-0-1,9,13,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY04, projects, Zimber Ditch Drainage Basin, 2003."
Regula,01-7-35-02-01-0-1,9,14,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, bill, 2004."
Regula,01-7-35-02-01-0-1,9,15,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, committee report, 2004."
Regula,01-7-35-02-01-0-1,9,16,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, correspondence, 2004."
Regula,01-7-35-02-01-0-1,9,17,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, projects, Edison Materials Technology Center, 2004."
Regula,01-7-35-02-01-0-1,9,18,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, projects, fuel cells, McDermott International, Inc./SOFCO, 2004."
Regula,01-7-35-02-01-0-1,9,19,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, projects, fuel cells, Ohio Fuel Cell Coalition, 2004."
Regula,01-7-35-02-01-0-1,9,20,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, projects, Industrial Excess Landfill, Uniontown, Ohio, 2004."
Regula,01-7-35-02-01-0-1,9,21,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, projects, Jupiter Oxy-Fuel Technology, 2004."
Regula,01-7-35-02-01-0-1,9,22,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY05, projects, U.S. Army Corps of Engineers briefing, 2004."
Regula,01-7-35-02-01-0-1,9,23,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, bill, 2005."
Regula,01-7-35-02-01-0-1,9,24,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, committee report, 2005."
Regula,01-7-35-02-01-0-1,9,25,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, conference report, 2005."
Regula,01-7-35-02-01-0-1,9,26,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, issues, Federal Energy Regulatory Commission's Seams Elimination Cost Adjustment, 2005."
Regula,01-7-35-02-01-0-1,9,27,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, legislation, Energy Policy Act, H.R. 6, 2005."
Regula,01-7-35-02-01-0-1,9,28,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, requests by RR, 2005."
Regula,01-7-35-02-01-0-1,9,29,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Cleveland Clinic, 2005."
Regula,01-7-35-02-01-0-1,9,30,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Edison Materials Technology Center, 2005."
Regula,01-7-35-02-01-0-1,9,31,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Emerson Power Grid, 2005."
Regula,01-7-35-02-01-0-1,9,32,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, fuel cells, Ohio Fuel Cell Coalition, 2005."
Regula,01-7-35-02-01-0-1,9,33,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, fuel cells, Rolls-Royce/SOFCO, 2005."
Regula,01-7-35-02-01-0-1,9,34,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, fuel cells, SOFCO, 2005."
Regula,01-7-35-02-01-0-1,9,35,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, fuel cells, Wright Fuel Cell Group, 2005."
Regula,01-7-35-02-01-0-1,9,36,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Great Lakes Science Center, 2005."
Regula,01-7-35-02-01-0-1,9,37,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Industrial Excess Landfill, Uniontown, Ohio, 2005."
Regula,01-7-35-02-01-0-1,9,38,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Jeromesville, Ohio, sewage plant, 2005."
Regula,01-7-35-02-01-0-1,9,39,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Jupiter Oxy-Fuel Technology, 2005."
Regula,01-7-35-02-01-0-1,9,40,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Kent State University, liquid crystal technology, 2005."
Regula,01-7-35-02-01-0-1,9,41,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, National Clean Cities, Inc., 2005."
Regula,01-7-35-02-01-0-1,9,42,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Ohio State University, biomass to energy technology, 2005."
Regula,01-7-35-02-01-0-1,9,43,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Ohio University, Consortium for Energy, Economics and the Environment, 2005."
Regula,01-7-35-02-01-0-1,9,44,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Stark County (Ohio) watershed basin study, 2005."
Regula,01-7-35-02-01-0-1,9,45,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, Timken Company, robotics technology, 2005."
Regula,01-7-35-02-01-0-1,9,46,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY06, projects, U.S. Army Corps of Engineers briefing, 2005."
Regula,01-7-35-02-01-0-1,9,47,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, bill, 2006."
Regula,01-7-35-02-01-0-1,9,48,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, committee report, 2006."
Regula,01-7-35-02-01-0-1,9,49,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, issues, Federal Energy Regulatory Commission's Reliability Pricing Model, 2006."
Regula,01-7-35-02-01-0-1,9,50,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, issues, landfill exemption for coal waste, 2006."
Regula,01-7-35-02-01-0-1,9,51,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, issues, Stark County (Ohio) landfills, proposed Ridge and Indian Run sites, 2006-2007."
Regula,01-7-35-02-02-0-1,10,1,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, projects, requests by RR, 2006."
Regula,01-7-35-02-02-0-1,10,2,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, projects, alternative energy, various proposals, 2006."
Regula,01-7-35-02-02-0-1,10,3,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, projects, biodiesel fuel, various proposals, 2006."
Regula,01-7-35-02-02-0-1,10,4,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, projects, Cleveland Botanical Garden, 2006."
Regula,01-7-35-02-02-0-1,10,5,Appropriations Committee,Energy & Water Subcommittee,"Budget for FY07, projects, Delta Plant Technologies, 2006."
